1, 28.7100, 27.1300, 199.4680
2, 54.0800, 34.6500, 176.8400
3, 79.4200, 40.8500, 162.8150
4, 104.7800, 43.6200, 152.9880
5, 130.1200, 46.3800, 144.0640
6, 155.5000, 50.3000, 134.7230
7, 180.8200, 52.8900, 131.6050
8, 206.1700, 58.4400, 115.4380
9, 231.5700, 61.1800, 109.1720
10, 256.9500, 64.3500, 101.1060
11, 282.2900, 68.2300, 92.0560
12, 307.6500, 67.3200, 93.3230
13, 333.0100, 70.3000, 85.4020
14, 358.3700, 72.6400, 79.2750
15, 383.6700, 72.9300, 0.0000
16, 408.9900, 73.9000, 0.0000
17, 434.3500, 75.1400, 73.4010
18, 459.6900, 76.1500, 0.0000
19, 485.0400, 76.7900, 0.0000
20, 510.3500, 76.0600, 0.0000
21, 535.7200, 78.2300, 0.0000
22, 561.1000, 79.7400, 0.0000
23, 586.4700, 80.0000, 0.0000
24, 611.8000, 79.3900, 0.0000
25, 637.1600, 81.1300, 0.0000
26, 662.5000, 81.9600, 0.0000
27, 687.8500, 82.7000, 0.0000
28, 713.2000, 82.1300, 0.0000
29, 738.5600, 83.1300, 0.0000
30, 763.8800, 83.8500, 0.0000
31, 789.2200, 84.3400, 0.0000
32, 814.5600, 83.2300, 0.0000
33, 839.9500, 84.4000, 0.0000
34, 865.3100, 83.4700, 0.0000
35, 890.7300, 85.0500, 0.0000
36, 916.0700, 85.1800, 0.0000
37, 941.4500, 84.9000, 0.0000
38, 966.8100, 85.4900, 0.0000
39, 992.1700, 85.7500, 0.0000
40, 1017.5200, 86.0100, 0.0000
41, 1042.8700, 85.9400, 0.0000
42, 1068.2000, 86.0100, 0.0000
43, 1093.5500, 86.2600, 0.0000
44, 1118.8900, 86.1300, 0.0000
45, 1144.2300, 86.5100, 0.0000
46, 1169.5800, 86.3600, 0.0000
47, 1194.9500, 86.4300, 0.0000
48, 1220.3100, 86.5600, 0.0000
49, 1245.6700, 86.4400, 0.0000
50, 1271.0100, 86.4700, 0.0000
51, 1296.3400, 86.5600, 0.0000
52, 1321.6800, 86.4200, 0.0000
53, 1347.0500, 86.6300, 0.0000
54, 1372.3800, 86.3200, 0.0000
55, 1397.7300, 86.6300, 0.0000
56, 1423.1100, 86.4500, 0.0000
57, 1448.4800, 86.4400, 0.0000
58, 1473.8500, 86.2300, 0.0000
59, 1499.1900, 86.4700, 0.0000
60, 1524.5500, 85.8100, 0.0000
61, 1549.8700, 85.5700, 0.0000
62, 1575.2500, 85.0900, 0.0000
63, 1600.6100, 85.4100, 0.0000
64, 1625.9800, 85.6300, 0.0000
65, 1651.3000, 85.1300, 0.0000
66, 1676.6300, 84.7600, 0.0000
67, 1701.9700, 84.1400, 0.0000
68, 1727.3200, 85.2300, 0.0000
69, 1752.6900, 84.4000, 0.0000
70, 1778.0400, 84.3300, 0.0000
71, 1803.4100, 84.2400, 0.0000
72, 1828.7800, 84.0400, 0.0000
73, 1854.1500, 83.8700, 0.0000
74, 1879.5100, 84.6800, 0.0000
75, 1904.8300, 85.1900, 0.0000
76, 1930.2000, 83.6800, 0.0000
77, 1955.5400, 84.2500, 0.0000
78, 1980.9000, 84.3200, 0.0000
79, 2006.2500, 84.8000, 0.0000
80, 2031.6000, 84.5300, 0.0000
81, 2056.9400, 84.3900, 0.0000
82, 2082.3100, 85.1500, 0.0000
83, 2107.6500, 84.3000, 0.0000
84, 2133.0400, 84.0100, 0.0000
85, 2158.3900, 84.5900, 0.0000
86, 2183.7300, 84.7800, 0.0000
87, 2209.0700, 85.5200, 0.0000
